name,location,price,date,stars,km_from_center,num_external_reviews,booking_user_ratings,avg_user_ratings,airport_taxi,travel_sustainable_level,has_free_cancelation,town_location,price_category,month
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",75.38206578,2024-02-05,4,0.6,1222,2,8.3,0,1,False,Dortmund,Low,February
"Holiday Inn Express Dortmund, an IHG Hotel",Dortmund,68.14317513,2024-02-05,3,4.6,2693,2,8.3,0,4,False,Dortmund,Low,February
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",70.14403704,2024-02-05,0,150.0,2737,2,8.4,0,2,False,Dortmund,Low,February
Residence Inn by Marriott Dortmund City,Dortmund,93.19461693000001,2024-02-05,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,February
Hotel Carlton,"Dortmund City Centre, Dortmund",43.433343900000004,2024-02-05,0,350.0,1739,0,6.3,0,1,False,Dortmund,Low,February
Radisson Blu Hotel Dortmund,Dortmund,108.95750466000001,2024-02-05,0,2.4,2833,2,8.1,0,3,False,Dortmund,Medium,February
Dorint An den Westfalenhallen Dortmund,Dortmund,92.59273164000001,2024-02-05,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,February
Mercure Hotel Dortmund City,"Dortmund City Centre, Dortmund",71.2502046,2024-02-05,0,400.0,944,1,7.3,0,1,False,Dortmund,Low,February
Leonardo Hotel Dortmund,Dortmund,90.18519048,2024-02-05,0,350.0,4513,5,8.6,0,4,False,Dortmund,Medium,February
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",77.56186656,2024-02-05,3,0.6,911,2,8.1,0,2,False,Dortmund,Low,February
Hampton By Hilton Dortmund Phoenix See,Dortmund,105.62273481000001,2024-02-05,3,3.7,2472,2,8.5,0,4,False,Dortmund,Medium,February
The Grey Design Hotel,"Dortmund City Centre, Dortmund",89.19289311,2024-02-05,3,0.7,2776,2,8.4,0,2,False,Dortmund,Medium,February
Hotel Esplanade Dortmund,Dortmund,80.45742282,2024-02-05,4,250.0,1358,2,8.5,0,3,False,Dortmund,Medium,February
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",56.804957640000005,2024-02-05,0,400.0,4057,0,6.9,0,4,False,Dortmund,Low,February
Mercure Hotel Dortmund Centrum,"Dortmund City Centre, Dortmund",94.25198298000001,2024-02-05,4,350.0,1275,1,7.7,0,2,False,Dortmund,Medium,February
Hotel der Lennhof,Dortmund,129.27519999,2024-02-05,4,5.1,496,2,8.0,0,1,False,Dortmund,Medium,February
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",79.15604922,2024-02-05,0,0.7,965,2,8.4,0,1,False,Dortmund,Low,February
Mercure Hotel Dortmund Messe,Dortmund,100.20576720000001,2024-02-05,4,2.5,1502,2,8.1,0,0,False,Dortmund,Medium,February
Steigenberger Dortmund,Dortmund,89.61583953,2024-02-05,0,2.1,1439,1,7.8,0,0,True,Dortmund,Medium,February
Ringhotel Drees,Dortmund,125.35481202000001,2024-02-05,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,February
Ringhotel Drees,Dortmund,125.35481202000001,2024-02-05,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,February
Hotel Fürst Garden,Dortmund,73.25106651,2024-02-05,3,1.2,1273,2,8.1,0,1,False,Dortmund,Low,February
Pension Sölde,Dortmund,55.11317196,2024-02-05,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,February
Hotel Union,Dortmund,56.121736500000004,2024-02-05,0,0.9,209,1,7.5,0,1,False,Dortmund,Low,February
Courtyard by Marriott Dortmund,Dortmund,94.20318147,2024-02-05,0,3.7,290,2,8.4,0,1,False,Dortmund,Medium,February
Residence Inn by Marriott Dortmund City,Dortmund,93.19461693000001,2024-02-05,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,February
B&B Hotel Dortmund-City,Dortmund,66.14231322,2024-02-05,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,February
PS-Projektentwicklung,Dortmund,43.286939370000006,2024-02-05,0,4.5,62,2,8.0,0,0,False,Dortmund,Low,February
Home Hotel,Dortmund,73.25106651,2024-02-05,0,1.4,1765,1,7.1,0,0,False,Dortmund,Low,February
Design Apartments 2,Dortmund,45.09259524,2024-02-05,0,0.9,606,0,5.6,0,0,True,Dortmund,Low,February
BRIGHT Dortmund City Center,Dortmund,87.38723724,2024-02-05,0,0.6,312,2,8.2,0,2,True,Dortmund,Medium,February
Hotel Unique Pearl,Dortmund,58.773285210000004,2024-02-05,4,1.1,5428,1,7.8,0,2,False,Dortmund,Low,February
ibis Hotel Dortmund City,Dortmund,71.39660913,2024-02-05,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,February
LivInn Hotel,"Dortmund City Centre, Dortmund",120.24692064000001,2024-02-05,3,0.7,2995,1,7.3,0,1,True,Dortmund,Medium,February
Hotel NeuHaus,Dortmund,82.16547567,2024-02-05,3,450.0,398,2,8.5,0,3,True,Dortmund,Medium,February
Studio 229,Dortmund,49.59860133,2024-02-05,0,4.3,9,4,9.8,0,0,False,Dortmund,Low,February
Hotel Senator,Dortmund,49.403395290000006,2024-02-05,0,1.8,1696,0,6.9,0,1,False,Dortmund,Low,February
DJH Jugendgästehaus Adolph Kolping,"Dortmund City Centre, Dortmund",98.12356944000001,2024-02-05,0,500.0,2063,2,8.4,0,1,False,Dortmund,Medium,February
Parkhotel Wittekindshof,Dortmund,162.68796717,2024-02-05,4,3.1,1619,2,8.5,0,2,True,Dortmund,High,February
NP Hotel Königshof,"Dortmund City Centre, Dortmund",79.15604922,2024-02-05,0,400.0,1636,2,8.3,0,1,True,Dortmund,Low,February
Apartement Central 40qm Wi-Fi free Parking calm back house 10B,Dortmund,53.209913070000006,2024-02-05,0,300.0,17,1,7.9,0,0,False,Dortmund,Low,February
Design Apartments 1,Dortmund,50.102883600000006,2024-02-05,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,February
Akzent Hotel Körner Hof,Dortmund,107.21691747000001,2024-02-05,3,2.3,308,2,8.0,0,0,True,Dortmund,Medium,February
l'Arrivée Hotel & Spa,Dortmund,199.24029816,2024-02-05,4,7.4,1086,2,8.5,0,0,True,Dortmund,High,February
B&B Hotel Dortmund Messe,Dortmund,73.15346349000001,2024-02-05,0,2.8,2025,1,7.9,0,4,False,Dortmund,Low,February
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,44.8973892,2024-02-06,0,1.0,2952,1,7.4,0,1,True,Dortmund,Low,February
Moxy Dortmund City,Dortmund,97.19634075,2024-02-06,3,1.1,676,2,8.4,0,1,False,Dortmund,Medium,February
Hotel Unique Dortmund Hauptbahnhof,Dortmund,49.403395290000006,2024-02-06,4,0.9,7513,1,7.5,0,1,False,Dortmund,Low,February
stays design Hotel Dortmund,Dortmund,54.10460742,2024-02-06,0,2.5,3738,2,8.3,0,1,False,Dortmund,Low,February
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",70.14403704,2024-02-06,0,150.0,2737,2,8.4,0,2,False,Dortmund,Low,February
Hotel Carlton,"Dortmund City Centre, Dortmund",43.433343900000004,2024-02-06,0,350.0,1739,0,6.3,0,1,False,Dortmund,Low,February
Mercure Hotel Dortmund City,"Dortmund City Centre, Dortmund",71.2502046,2024-02-06,0,400.0,944,1,7.3,0,1,False,Dortmund,Low,February
Residence Inn by Marriott Dortmund City,Dortmund,101.21433174,2024-02-06,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,February
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",87.30590139,2024-02-06,4,0.6,1222,2,8.3,0,1,False,Dortmund,Medium,February
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",77.56186656,2024-02-06,3,0.6,911,2,8.1,0,2,False,Dortmund,Low,February
Dorint An den Westfalenhallen Dortmund,Dortmund,101.40953778000001,2024-02-06,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,February
Hampton By Hilton Dortmund Phoenix See,Dortmund,109.88473335,2024-02-06,3,3.7,2472,2,8.5,0,4,False,Dortmund,Medium,February
Radisson Blu Hotel Dortmund,Dortmund,133.83000759,2024-02-06,0,2.4,2833,2,8.1,0,3,False,Dortmund,Medium,February
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",58.870888230000006,2024-02-06,0,400.0,4057,0,6.9,0,4,False,Dortmund,Low,February
The Grey Design Hotel,"Dortmund City Centre, Dortmund",99.21346983000001,2024-02-06,3,0.7,2776,2,8.4,0,2,False,Dortmund,Medium,February
NH Dortmund,Dortmund,128.51064300000002,2024-02-06,4,450.0,3768,2,8.5,0,4,True,Dortmund,Medium,February
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",84.18260475000001,2024-02-06,0,0.7,965,2,8.4,0,1,False,Dortmund,Medium,February
Hotel Esplanade Dortmund,Dortmund,89.76224406,2024-02-06,4,250.0,1358,2,8.5,0,3,False,Dortmund,Medium,February
Mercure Hotel Dortmund Messe,Dortmund,100.20576720000001,2024-02-06,4,2.5,1502,2,8.1,0,0,False,Dortmund,Medium,February
Steigenberger Dortmund,Dortmund,89.61583953,2024-02-06,0,2.1,1439,1,7.8,0,0,False,Dortmund,Medium,February
Coffee Fellows Hotel Dortmund,"Dortmund City Centre, Dortmund",100.92152268000001,2024-02-06,0,400.0,1461,2,8.4,0,4,False,Dortmund,Medium,February
Hotel der Lennhof,Dortmund,152.30951271,2024-02-06,4,5.1,496,2,8.0,0,1,False,Dortmund,High,February
Moods Hotel Dortmund,Dortmund,85.17490212,2024-02-06,3,3.5,1611,2,8.3,0,3,False,Dortmund,Medium,February
Mercure Hotel Dortmund Centrum,"Dortmund City Centre, Dortmund",108.51829107,2024-02-06,4,350.0,1275,1,7.7,0,2,False,Dortmund,Medium,February
Hotel Fürst Garden,Dortmund,73.25106651,2024-02-06,3,1.2,1273,2,8.1,0,1,False,Dortmund,Low,February
PS-Projektentwicklung,Dortmund,43.286939370000006,2024-02-06,0,4.5,62,2,8.0,0,0,False,Dortmund,Low,February
Hotel Union,Dortmund,56.121736500000004,2024-02-06,0,0.9,209,1,7.5,0,1,False,Dortmund,Low,February
Mercure Hotel Dortmund Centrum,"Dortmund City Centre, Dortmund",108.51829107,2024-02-06,4,350.0,1275,1,7.7,0,2,False,Dortmund,Medium,February
BRIGHT Dortmund City Center,Dortmund,87.38723724,2024-02-06,0,0.6,312,2,8.2,0,2,True,Dortmund,Medium,February
LivInn Hotel,"Dortmund City Centre, Dortmund",120.24692064000001,2024-02-06,3,0.7,2995,1,7.3,0,1,True,Dortmund,Medium,February
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",84.18260475000001,2024-02-06,0,0.7,965,2,8.4,0,1,False,Dortmund,Medium,February
Coffee Fellows Hotel Dortmund,"Dortmund City Centre, Dortmund",100.92152268000001,2024-02-06,0,400.0,1461,2,8.4,0,4,False,Dortmund,Medium,February
Steigenberger Dortmund,Dortmund,89.61583953,2024-02-06,0,2.1,1439,1,7.8,0,0,False,Dortmund,Medium,February
Home Hotel,Dortmund,73.25106651,2024-02-06,0,1.4,1765,1,7.1,0,0,False,Dortmund,Low,February
ibis Hotel Dortmund City,Dortmund,71.39660913,2024-02-06,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,February
ibis budget Dortmund West,Dortmund,63.78357357,2024-02-06,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,February
Radisson Blu Hotel Dortmund,Dortmund,133.83000759,2024-02-06,0,2.4,2833,2,8.1,0,3,False,Dortmund,Medium,February
Courtyard by Marriott Dortmund,Dortmund,134.28548835,2024-02-06,0,3.7,290,2,8.4,0,1,False,Dortmund,Medium,February
B&B Hotel Dortmund Messe,Dortmund,73.15346349000001,2024-02-06,0,2.8,2025,1,7.9,0,4,False,Dortmund,Low,February
ibis Styles Dortmund West,Dortmund,79.28618658,2024-02-06,3,9.9,720,1,7.1,0,3,False,Dortmund,Low,February
Moods Hotel Dortmund,Dortmund,85.17490212,2024-02-06,3,3.5,1611,2,8.3,0,3,False,Dortmund,Medium,February
l'Arrivée Hotel & Spa,Dortmund,179.31301491000002,2024-02-06,4,7.4,1086,2,8.5,0,0,False,Dortmund,High,February
Hotel Ambiente,Dortmund,125.257209,2024-02-06,0,4.5,196,2,8.3,0,2,True,Dortmund,Medium,February
Design Apartments 1,Dortmund,50.102883600000006,2024-02-06,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,February
NP Hotel Königshof,"Dortmund City Centre, Dortmund",89.19289311,2024-02-06,0,400.0,1636,2,8.3,0,1,True,Dortmund,Medium,February
Ringhotel Drees,Dortmund,135.27778572,2024-02-06,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,February
Deluxe Wohnungen Dortmund Mitte,Dortmund,85.17490212,2024-02-06,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,February
Hotel NeuHaus,Dortmund,82.16547567,2024-02-06,3,450.0,398,2,8.5,0,3,True,Dortmund,Medium,February
S & D Hotel Dortmund,"Dortmund City Centre, Dortmund",48.00441867,2024-02-06,0,150.0,11,5,7.7890352149445965,0,0,False,Dortmund,Low,February
TM Aparts,Dortmund,84.18260475000001,2024-02-06,0,1.2,769,1,7.0,0,0,False,Dortmund,Medium,February
Hotel Unique Dortmund Hauptbahnhof,Dortmund,47.15852583,2024-02-07,4,0.9,7513,1,7.5,0,1,False,Dortmund,Low,February
Moxy Dortmund City,Dortmund,97.19634075,2024-02-07,3,1.1,676,2,8.4,0,1,False,Dortmund,Medium,February
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",59.700513900000004,2024-02-07,0,400.0,4057,0,6.9,0,4,False,Dortmund,Low,February
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",77.56186656,2024-02-07,3,0.6,911,2,8.1,0,2,False,Dortmund,Low,February
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",70.14403704,2024-02-07,0,150.0,2737,2,8.4,0,2,False,Dortmund,Low,February
Hotel Carlton,"Dortmund City Centre, Dortmund",51.11144814,2024-02-07,0,350.0,1739,0,6.3,0,1,False,Dortmund,Low,February
stays design Hotel Dortmund,Dortmund,54.10460742,2024-02-07,0,2.5,3738,2,8.3,0,1,False,Dortmund,Low,February
"Holiday Inn Express Dortmund, an IHG Hotel",Dortmund,72.14489895,2024-02-07,3,4.6,2693,2,8.3,0,4,False,Dortmund,Low,February
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,47.695342440000005,2024-02-07,0,1.0,2952,1,7.4,0,1,False,Dortmund,Low,February
Leonardo Hotel Dortmund,Dortmund,99.21346983000001,2024-02-07,0,350.0,4513,5,8.6,0,4,False,Dortmund,Medium,February
Dorint An den Westfalenhallen Dortmund,Dortmund,101.40953778000001,2024-02-07,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,February
The Grey Design Hotel,"Dortmund City Centre, Dortmund",99.21346983000001,2024-02-07,3,0.7,2776,2,8.4,0,2,False,Dortmund,Medium,February
Hotel Unique Pearl,Dortmund,57.92739237000001,2024-02-07,4,1.1,5428,1,7.8,0,2,False,Dortmund,Low,February
Design Apartments 2,Dortmund,45.09259524,2024-02-07,0,0.9,606,0,5.6,0,0,True,Dortmund,Low,February
Hotel Union,Dortmund,56.121736500000004,2024-02-07,0,0.9,209,1,7.5,0,1,False,Dortmund,Low,February
NH Dortmund,Dortmund,121.75976745000001,2024-02-07,4,450.0,3768,2,8.5,0,4,True,Dortmund,Medium,February
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",87.30590139,2024-02-07,4,0.6,1222,2,8.3,0,1,False,Dortmund,Medium,February
B&B Hotel Dortmund-City,Dortmund,68.14317513,2024-02-07,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,February
Hampton By Hilton Dortmund Phoenix See,Dortmund,109.88473335,2024-02-07,3,3.7,2472,2,8.5,0,4,False,Dortmund,Medium,February
Mercure Hotel Dortmund Messe,Dortmund,100.20576720000001,2024-02-07,4,2.5,1502,2,8.1,0,0,False,Dortmund,Medium,February
Hotel Esplanade Dortmund,Dortmund,88.99768707000001,2024-02-07,4,250.0,1358,2,8.5,0,3,False,Dortmund,Medium,February
PS-Projektentwicklung,Dortmund,43.286939370000006,2024-02-07,0,4.5,62,2,8.0,0,0,False,Dortmund,Low,February
LivInn Hotel,"Dortmund City Centre, Dortmund",120.24692064000001,2024-02-07,3,0.7,2995,1,7.3,0,1,True,Dortmund,Medium,February
DJH Jugendgästehaus Adolph Kolping,"Dortmund City Centre, Dortmund",98.12356944000001,2024-02-07,0,500.0,2063,2,8.4,0,1,False,Dortmund,Medium,February
Hotel Fürst Garden,Dortmund,73.25106651,2024-02-07,3,1.2,1273,2,8.1,0,1,False,Dortmund,Low,February
Hotel Union,Dortmund,56.121736500000004,2024-02-07,0,0.9,209,1,7.5,0,1,False,Dortmund,Low,February
Pension Sölde,Dortmund,55.11317196,2024-02-07,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,February
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",87.54990894000001,2024-02-07,0,0.7,965,2,8.4,0,1,False,Dortmund,Medium,February
Courtyard by Marriott Dortmund,Dortmund,94.20318147,2024-02-07,0,3.7,290,2,8.4,0,1,False,Dortmund,Medium,February
Design Apartments 2,Dortmund,45.09259524,2024-02-07,0,0.9,606,0,5.6,0,0,True,Dortmund,Low,February
Home Hotel,Dortmund,73.25106651,2024-02-07,0,1.4,1765,1,7.1,0,0,False,Dortmund,Low,February
PS-Projektentwicklung,Dortmund,43.286939370000006,2024-02-07,0,4.5,62,2,8.0,0,0,False,Dortmund,Low,February
B&B Hotel Dortmund-City,Dortmund,68.14317513,2024-02-07,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,February
Best Western Hotel Dortmund Airport,Dortmund,80.26221678,2024-02-07,4,7.3,1670,1,7.4,0,1,False,Dortmund,Medium,February
Hotel Unique Pearl,Dortmund,57.92739237000001,2024-02-07,4,1.1,5428,1,7.8,0,2,False,Dortmund,Low,February
BRIGHT Dortmund City Center,Dortmund,87.38723724,2024-02-07,0,0.6,312,2,8.2,0,2,True,Dortmund,Medium,February
ibis Hotel Dortmund City,Dortmund,71.39660913,2024-02-07,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,February
LivInn Hotel,"Dortmund City Centre, Dortmund",120.24692064000001,2024-02-07,3,0.7,2995,1,7.3,0,1,True,Dortmund,Medium,February
DJH Jugendgästehaus Adolph Kolping,"Dortmund City Centre, Dortmund",98.12356944000001,2024-02-07,0,500.0,2063,2,8.4,0,1,False,Dortmund,Medium,February
Hotel Senator,Dortmund,50.249288130000004,2024-02-07,0,1.8,1696,0,6.9,0,1,False,Dortmund,Low,February
Parkhotel Wittekindshof,Dortmund,162.68796717,2024-02-07,4,3.1,1619,2,8.5,0,2,True,Dortmund,High,February
Design Apartments 1,Dortmund,50.102883600000006,2024-02-07,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,February
Apartement Central 40qm Wi-Fi free Parking calm back house 10B,Dortmund,53.209913070000006,2024-02-07,0,300.0,17,1,7.9,0,0,False,Dortmund,Low,February
NH Dortmund,Dortmund,121.75976745000001,2024-02-07,4,450.0,3768,2,8.5,0,4,True,Dortmund,Medium,February
l'Arrivée Hotel & Spa,Dortmund,179.31301491000002,2024-02-07,4,7.4,1086,2,8.5,0,0,False,Dortmund,High,February
Apartement Central 40qm Wi-Fi free Parking calm back house 10C,Dortmund,53.209913070000006,2024-02-07,0,300.0,24,1,7.8,0,0,False,Dortmund,Low,February
Akzent Hotel Körner Hof,Dortmund,107.21691747000001,2024-02-07,3,2.3,308,2,8.0,0,0,True,Dortmund,Medium,February
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",59.700513900000004,2024-02-07,0,400.0,4057,0,6.9,0,4,False,Dortmund,Low,February
Deluxe Wohnungen Dortmund Mitte,Dortmund,85.17490212,2024-02-07,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,February
Central 40qm Wi-Fi free Parking calm back house 10A,Dortmund,53.209913070000006,2024-02-07,0,300.0,15,2,8.1,0,0,True,Dortmund,Low,February
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,44.8973892,2024-02-08,0,1.0,2952,1,7.4,0,1,True,Dortmund,Low,February
Moxy Dortmund City,Dortmund,93.19461693000001,2024-02-08,3,1.1,676,2,8.4,0,1,False,Dortmund,Medium,February
Hotel Unique Dortmund Hauptbahnhof,Dortmund,49.403395290000006,2024-02-08,4,0.9,7513,1,7.5,0,1,False,Dortmund,Low,February
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",70.14403704,2024-02-08,0,150.0,2737,2,8.4,0,2,False,Dortmund,Low,February
Hotel Carlton,"Dortmund City Centre, Dortmund",43.433343900000004,2024-02-08,0,350.0,1739,0,6.3,0,1,False,Dortmund,Low,February
stays design Hotel Dortmund,Dortmund,54.10460742,2024-02-08,0,2.5,3738,2,8.3,0,1,False,Dortmund,Low,February
Mercure Hotel Dortmund City,"Dortmund City Centre, Dortmund",66.74419851,2024-02-08,0,400.0,944,1,7.3,0,1,False,Dortmund,Low,February
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",83.90606286,2024-02-08,4,0.6,1222,2,8.3,0,1,False,Dortmund,Medium,February
"Holiday Inn Express Dortmund, an IHG Hotel",Dortmund,72.14489895,2024-02-08,3,4.6,2693,2,8.3,0,4,False,Dortmund,Low,February
Residence Inn by Marriott Dortmund City,Dortmund,97.19634075,2024-02-08,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,February
NH Dortmund,Dortmund,108.22548201000001,2024-02-08,4,450.0,3768,2,8.5,0,4,True,Dortmund,Medium,February
Leonardo Hotel Dortmund,Dortmund,90.18519048,2024-02-08,0,350.0,4513,5,8.6,0,4,False,Dortmund,Medium,February
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",77.56186656,2024-02-08,3,0.6,911,2,8.1,0,2,False,Dortmund,Low,February
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",71.15260158000001,2024-02-08,0,0.7,965,2,8.4,0,1,False,Dortmund,Low,February
Dorint An den Westfalenhallen Dortmund,Dortmund,101.40953778000001,2024-02-08,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,February
The Grey Design Hotel,"Dortmund City Centre, Dortmund",89.19289311,2024-02-08,3,0.7,2776,2,8.4,0,2,False,Dortmund,Medium,February
Hampton By Hilton Dortmund Phoenix See,Dortmund,101.36073627,2024-02-08,3,3.7,2472,2,8.5,0,4,False,Dortmund,Medium,February
Hotel der Lennhof,Dortmund,118.24605873,2024-02-08,4,5.1,496,2,8.0,0,1,False,Dortmund,Medium,February
Hotel Esplanade Dortmund,Dortmund,89.76224406,2024-02-08,4,250.0,1358,2,8.5,0,3,False,Dortmund,Medium,February
Mercure Hotel Dortmund Messe,Dortmund,100.20576720000001,2024-02-08,4,2.5,1502,2,8.1,0,0,False,Dortmund,Medium,February
Moods Hotel Dortmund,Dortmund,80.16461376000001,2024-02-08,3,3.5,1611,2,8.3,0,3,False,Dortmund,Medium,February
Coffee Fellows Hotel Dortmund,"Dortmund City Centre, Dortmund",100.59617928,2024-02-08,0,400.0,1461,2,8.4,0,4,False,Dortmund,Medium,February
Hotel Fürst Garden,Dortmund,73.25106651,2024-02-08,3,1.2,1273,2,8.1,0,1,False,Dortmund,Low,February
Ringhotel Drees,Dortmund,121.75976745000001,2024-02-08,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,February
B&B Hotel Dortmund-City,Dortmund,63.132886770000006,2024-02-08,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,February
LivInn Hotel,"Dortmund City Centre, Dortmund",120.24692064000001,2024-02-08,3,0.7,2995,1,7.3,0,1,True,Dortmund,Medium,February
Days Inn Dortmund West,Dortmund,46.898251110000004,2024-02-08,0,10.0,783,0,5.8,0,1,False,Dortmund,Low,February
Tondose Apartment,"Dortmund City Centre, Dortmund",69.1354725,2024-02-08,0,300.0,894,5,8.7,0,0,True,Dortmund,Low,February
ibis budget Dortmund West,Dortmund,63.78357357,2024-02-08,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,February
Home Hotel,Dortmund,73.25106651,2024-02-08,0,1.4,1765,1,7.1,0,0,False,Dortmund,Low,February
Mercure Hotel Dortmund Centrum,"Dortmund City Centre, Dortmund",108.51829107,2024-02-08,4,350.0,1275,1,7.7,0,2,False,Dortmund,Medium,February
Ringhotel Drees,Dortmund,121.75976745000001,2024-02-08,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,February
Hotel Fürst Garden,Dortmund,86.18346666000001,2024-02-08,3,1.2,1273,2,8.1,0,1,False,Dortmund,Medium,February
Courtyard by Marriott Dortmund,Dortmund,89.19289311,2024-02-08,0,3.7,290,2,8.4,0,1,False,Dortmund,Medium,February
ibis Hotel Dortmund City,Dortmund,71.39660913,2024-02-08,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,February
BRIGHT Dortmund City Center,Dortmund,102.20662911000001,2024-02-08,0,0.6,312,2,8.2,0,2,False,Dortmund,Medium,February
